vin,sellingprice
jn1by1ar2cm394735,27187.5
1j4fa59s0yp723644,2590.0
1fahp3f28cl166154,8535.0
jtebu4bf2bk113263,23513.75
2c4rc1gg7er180355,28867.5
2hges16374h588764,2688.75
wddgf81x78f169485,17795.0
2c4rdgcg3er388917,16700.0
1n4al2ap5cn424564,11837.5
1ftfw1et8cfb48321,26205.0
3fa6p0h71er259567,15682.5
1c3cdzab7dn610562,9850.0
1c6rd7ft7cs204333,11895.0
5npeb4ac3ch290449,11450.0
1ftfw1ef3bfc35956,24953.75
jf1znaa10d1719373,17908.75
2c4rdgegxer431226,19200.0
1n4al3ap9ec105740,13220.025
wbxpa73464wc36440,3893.75
yv440mdb2f2610299,30036.25
2c3ccakt9eh306087,24622.5
2d4fv47tx6h156976,2335.0
1fbss3bl5edb01101,20906.25
1ftww31p86ec33609,15835.0
1g6dw677x50225462,3696.25
1ftfw1r69dfb74948,47860.0
1fahp2e82eg107578,19486.25
jn1cv6ek3cm422386,22065.0
3fa6p0h7xdr271747,13875.0
1g6dw677550216409,5078.75
2gkaluek7c6276284,17728.75
4t4be46k09r098027,6202.5
1ft8w3dt0deb21420,43730.0
knafe122845051705,2613.75
1g1pe5sb9e7114453,13107.5
3c4pddbg6ct222361,9550.0
km8jn72d05u127017,3910.0
5tfhw5f13cx249936,25365.0
1g1pc5sb7d7144958,7735.1
1gnwkmeg6br194783,18887.5
1g1zd5eb9af288546,6710.0
1j4gw48s44c336467,3676.25
2melm74w1vx603619,523.75
knafx4a67e5127187,11345.0
2t1br32e14c264462,4657.5
1g1zd5eu9bf201988,6685.0
kndup131046562894,3118.75
2g1wf5ek1b1281581,6155.0
2t2gk31u77c011844,14136.25
1ftnf1cf8ekd17420,18748.75
waulc68e63a233402,7452.5
jthgl46f875015124,15591.25
5j6rm3h53cl025176,19152.5
1fahp3fnxbw188972,8587.5
wbabd33424jy97817,3305.0
5uxfe83529l170811,23122.5
jtdktud32ed584445,12342.5
1g8aj55f77z187488,3550.0
2c4rdgcg0cr204451,10523.75
1n4aa5apxec438000,16385.625
19uua9f55ca002462,23056.25
1ftne24w67da44976,4060.0
jn1cv6el0am150112,17967.5
1fahp3n26cl476501,7348.75
jn8af5mv5dt210835,14692.5
1gnsckkc8fr205029,53532.5
wddgf56x08f039121,11370.0
3n1cn7ap6dl876005,8725.025
1n4aa5ap3cc815652,16505.0
3fadp4ej1dm227597,10035.0
2t3bf4dv7bw172688,13512.5
1g11h5sa9df251711,13350.0
3lnhl2jc4ar615582,14485.0
4t1bf32k33u562748,2330.0
1d7hu18d75s323919,7623.75
1b3cc4fb9an189063,6558.75
1gndt13s662358557,3886.875
wddgf4hb5cr239429,22103.75
km8jt3ab7cu401390,11467.5
1gkev23768j263857,11510.0
jthbf5c24c5176380,21920.0
1hgcg165x2a027836,2015.0
kmhd35le6du156678,13847.5
wbavm1c51dvw41350,24243.75
1c4rjeag7ec144910,25287.5
2d4rn4de8ar496990,8270.0
4t1bf1fk7cu098636,14355.0
wauaf78e26a046795,2141.875
1gkdt13s122106237,1847.5
1n4ba41e66c829787,3126.25
4t3zk3bb8au024609,16351.25
1fm5k8d83dgb86317,26880.0
1n6ad0ev4ac404087,14700.0
2c3ccabg4eh261658,24095.0
1fafp552x3a196871,633.75
1gnscbkcxfr160773,39613.75
kmhct5ae1du137471,10257.5
2hges16543h601504,1903.75
wba3b5g51fns15840,37943.75
3c4pdddg8dt615227,11435.0
jthce1blxd5001563,29463.75
1j8gl58k85w613103,2937.5
3fahp0gaxcr304900,8722.5
1ftnf1cf0ekd48113,17362.5
1fahp2f83eg183230,19331.25
1g1jc6shxd4189457,7920.025
1fmzu73k53uc18137,1515.0
1fmcu0h92dud56139,16857.5
jm3ke2cy8f0434836,19255.0
1g1zf57579f254408,7562.5
jthbk262982063524,11043.75
3n1bc1cp1al391729,3472.5
4t1be46k47u032443,6310.0
jn1cv6ap9dm713252,22803.75
jtlkt334264049092,2422.5
4jgdf7ce4da223492,42957.5
wp0ab2a90ds123041,80596.25
2g1wf5e37d1220344,8962.5
1c3cdfbaxdd268356,12277.5
1j4rr4gg4bc555195,17561.25
1gyek63n92r200314,2042.5
5j6rm4h55cl021118,15778.75
jm1bl1uf3b1390089,8191.25
1nxbu4ee9az306581,7958.75
3ln6l2gk8er825498,28200.0
kmhcn46cx9u341270,2601.25
1fmjk1h5xbef34161,26422.5
jm1gj1v66e1162487,18470.0
1fafp55s53g166741,1617.5
jhlre4h47bc035761,15223.5
1hgcg56702a023996,3077.5
3vwrt71k66m746558,4005.0
5tfdw5f17cx249548,23743.75
2c4rdgcg8er253237,16710.0
19uua56883a074677,2697.5
2lmdu68cx8bj05646,15306.25
5n1ar18u67c626356,5595.0
1ftne2ew8eda20173,22732.5
1fahp3gn9bw184524,6960.0
19xfb2f5xee243381,7922.5
1gtw7fca5e1905770,20480.0
1zvht85h455209305,9451.25
1fafp55u11a128859,1370.0
jthbe1bl6d5001460,32075.0
jm3er2bm7b0405127,13972.5
2c3cdxct1eh315591,23306.25
5xxgn4a7xcg039135,13867.5
1g2zg57bx94117540,2507.5
3n1ab6ap9al644813,6340.0
jtjbt20x930014425,13477.5
1g6dt57v780164982,11985.0
2fmdk3kc4eba30799,21062.5
2c4rdgbg9dr616368,9000.0
1ft8w3bt5cea27096,34021.25
jthbe96s070016618,13095.0
jtmbk33v085063691,10812.5
3lnhm28t28r660744,6982.5
jtmbd31v275093545,8271.25
1gtek19z26z254627,10183.75
jtebu5jr0a5028050,25845.0
4t1be46k07u044069,5592.5
5xxgm4a7xeg282238,15115.0
5npdh4ae4eh505402,13305.0
wdbrf40j63f382931,5305.0
5tfhy5f11dx308848,38220.0
1n4aa5ap9bc866393,14052.5
1j4gz78yxwc163618,582.5
2t3bf4dv6bw173640,14967.5
1n4al3ap6dn429862,14826.25
1c3cdzab4cn136021,9937.5
1fmcu0dg1ckc48030,8525.0
jn8ae2kp0d9068333,16525.225
1mefm50ux2g620409,1545.0
1fmyu031x5ka88199,2330.0
5npet46c59h535167,5566.25
jn8cs1mw4dm173129,32075.0
1fmcu0gx4eub81474,18743.75
jtdkn3du5d1615796,14111.25
1fm5k8d89dga37233,25723.75
1ftpx14555na08675,3683.75
1fmhk8d85cga18738,21770.0
wddng71x07a121188,14541.25
1b3hb48b37d201969,4023.75
2hgfa16519h369184,4727.5
1gys4kef6br346956,37696.25
1b3cb4ha4ad603024,5247.5
2fmza52256ba56681,2655.0
1n4aa5ap8ec486577,13721.25
2g1wg5e33d1191129,10482.5
2fmdk4jc7dbb48738,22098.75
jn8az1mw3bw182053,14510.0
knafk4a67e5154467,11035.0
wddgf4hb8ea930911,23650.0
19uua8f20ca020058,19305.0
jn8as5mv1cw705624,15005.0
1g1jc6sg3d4231703,9465.0
knaft4a25a5242857,6421.25
wdbtk76g84t024831,2846.25
wba3a5c55cf345182,28082.5
1c4bjweg5dl655483,30121.25
1gcec29029z162071,13627.5
1c4pjmak6cw120986,9837.5
1fmpu15576lb00788,3910.0
2gnfleek5c6358786,14515.05
2c4rc1cg3er180357,24037.5
2b3ka43r58h326800,2337.5
1g2zg558964261180,2965.0
wmwmf73518tt88928,8236.25
kmhhn65f76u206174,3706.25
2d4gv58205h591407,3642.5
1n4al11d96n405049,2848.75
jf1znaa18d2731233,18662.5
2hgfg1b99ah500776,8095.0
2t2bk1ba3cc153153,27981.25
1ftne2ewxeda19977,19812.5
jn8az1mw8dw313688,16332.525
1gbhg39c591143468,4681.25
wmeej3ba0ck553414,5345.0
5j6yh18798l015149,7495.0
2d4rn5dg4br721026,7451.25
1j4gx48s24c385874,6422.5
wbapt735x8cx00895,10237.5
1fbss31l53ha60766,6872.5
2fmhk6c85dbd11442,17362.5
5tftx4gn8dx024805,17278.75
wauhfaflxcn010306,19865.0
kmhgc4dd2du221586,17840.0
2c3ja53g25h678246,3592.5
1ftyr14u0wta78359,1944.375
jn1cv6ekxdm923406,25712.5
2fmdk4kc4cba79827,22045.0
1yvhp81a695m35040,5865.625
salmf13496a235125,14360.0
kmhfh4jgxda233076,16472.5
3fa6p0k99er301400,14012.5
2gnaldek6c1277684,12028.75
4jgcb65e67a056765,7020.0
5j6rm4h33dl071421,17065.0
4a32b3ff9ce023054,8910.0
1gcrkpea0cz276898,12790.0
2a4gp54lx6r781680,2632.5
5fnrl5h60cb073055,15787.5
1fm5k8d88ega09800,27227.5
1gtw7fca0e1906082,20130.0
1gkek63ux4j159713,5151.25
ja3au86u78u008441,4255.0
1g8al55f66z160145,1053.75
wbaet37465nj89798,10427.5
1g1ak15f177200574,4537.5
1n4al3apxdn440136,16071.25
3d7mx48c36g247655,9430.0
jthkd5bh7c2055355,19202.5
1fm5k8f85fga04570,28495.0
wdbsk75f43f060145,14906.25
1n4aa5ap8ac816289,9422.5
2fmdk4kcxdbb95356,18437.5
5yfbu4ee5dp087012,10687.5
2g4ws52j131114990,1046.25
1c4rjfcg7cc103273,17565.0
jthbf5c29d5187781,24780.0
2t1bu4ee8cc800628,6265.025
2c4rdgeg2er179133,19212.5
jn8as5mtxew603465,10071.25
5j6re4h71bl067297,16847.5
3fahp0ha3cr291860,9387.5
4jgbf7be5ca781293,28976.3
3g5da03l07s562513,3662.5
1n4bl11d96c251104,4555.0
jthbf5c25c2102810,22545.0
jm1cw2bl8d0149065,13072.525
3tmlu4en7em150625,29456.25
3vwsf71k36m629545,2636.25
wbafu7c58cdu58748,30720.0
3vwbx7aj5bm108602,10585.0
5npdh4ae0fh571222,13057.5
1n4al3ap8en260008,14872.5
1g6ky54911u182876,1028.75
1n4aa5apxbc856004,18460.0
1fafp56u67a191527,4021.25
jthch96s260017537,12032.5
4t1bf32k43u557395,2101.25
3fa6p0lu8er308079,18727.5
1n4al2apxcn413527,12840.0
jn8cs1mw3dm173915,26276.475
1ftne2ew4dda54948,20702.5
1ftpw14584ka09953,8088.75
1g1zd5e0xcf385031,10175.0
wbafr7c54cc810649,25661.25
1hgcp2f67ca142264,13067.5
1j4rr5gt4bc603765,21357.5
jtjbt20x350075451,5008.75
1c4njrfb3fd249037,18412.5
1yvhp80c385m20285,4963.75
4m2cn8b77akj08834,8387.5
1hgcp2f32ca079306,13237.5
jthcf5c24b5051415,21623.75
1vwbp7a31dc109607,13545.0
1gnkvgkd4dj194946,20015.0
5fnrl5h43cb013351,17992.5
3fa6p0h94er382314,15765.0
3vwsb69m92m095277,1912.5
1ftkr1ad0bpb02706,8490.0
1hgcp2f68ca145092,13145.0
wbagl63413dp61945,2326.25
1g11b5sa3df131680,10825.0
1n4al2ap4bc140482,7900.0
1b3el46x14n308491,1895.625
1n4al11d56n333816,5285.0
wbskg9c55ce797894,40601.25
1n4al3ap7dc912532,14838.75
3gkfk16r1xg529905,1383.75
wbaxg5c59cdx03671,30016.25
4n2zn16t42d808408,697.5
1fmju2a59eef40614,31441.25
3c4pddbg0et211908,16335.0
2t3df4dvxcw191648,19811.25
1ftne24213ha50152,2036.25
1n4aa5ap5dc830123,22960.0
5gten13e588114084,11685.0
19xfb2f92ce015858,12242.5
3fa6p0h71er243840,16200.0
1g6dm577040113901,3002.5
1c4hjwfg8dl664400,33187.5
1j4fa39s76p781106,12137.5
1fmzu73k05uc04214,5620.0
jm1cw2dlxc0141481,15037.5
2hnyd18814h548804,7796.25
jthcf5c22c5057540,21842.5
1c3cdzab6dn607023,9030.0
1gcskse38az100409,17358.75
2t2zk1ba3dc124462,31925.0
1n4al3ap8fn311380,11267.5
jtjht00w923521747,7901.25
1n4al2ap8bc148553,10631.25
3fa6p0luxer308326,17387.5
1g6ds5e33c0100614,11891.25
6g2er57788l127964,8497.5
kmhec4a43da066396,13070.0
1fmcu9d79ckb22440,11682.5
1ftew1cm0ekd93017,24450.0
2t2bk1ba7cc145833,27017.5
5uxwx5c57blw13582,28997.5
1gnec13t24j223706,9632.5
1c4gp64l9yb658059,522.5
2c3cdyag7dh604131,17167.5
1c3bcbfg8cn279810,12841.25
wba3a5c55ep601379,33390.0
5tdba23c64s003155,2987.5
knafx4a62e5097239,10950.0
wbabd534x6pl17693,6496.25
wbawb73547p021677,9302.5
3fahp0hg7cr419926,9977.5
4t1bf1fkxeu419703,17187.5
1vwah7a32dc088713,13647.5
wddgf4hb4cr216756,26896.25
jthbn36fx55021972,10950.0
wddgj4hb4cf802891,22377.5
5fnyf3h55db017208,27095.0
3vwrm71kx8m180209,3707.5
5fnyf4h73cb048964,23420.0
1a8hx58p77f544718,6478.75
1n4bu31d9sc101562,1127.5
3d4pg5fv0at150580,6596.25
1fm5k7b89dga29971,19860.0
1fm5k8d85dgb79417,16792.5
2c4rdgbg9cr146454,5745.0
jtdkdtb36e1574688,13868.75
5npeb4acxch416211,11785.0
1ftne24w04ha63334,2223.75
1fahp32n49w170273,5232.5
knadm4a36e6394885,11313.75
yv4940dl1e2516909,28393.75
wbadm6344ygu28113,1290.0
5xyktca62fg600638,21217.5
2c4rdgbgxdr656040,13327.5
1zvbp8em3e5231769,13325.025
5npeb4ac1dh747390,12512.5
sajwa71b06sg49749,4598.75
2c3ccaagxeh232618,18247.5
2g1wf52e749274511,1206.25
1hgcs1b87ca014624,13122.5
5tdzk3eh7as019760,16235.0
1c3ccbbb1dn545698,11133.75
1gdgg31v061903480,867.5
jh4cu2f40cc013422,18331.25
1j8gr48k89c543652,15536.25
1gcdt136758206181,6642.5
1g6kd54y35u238468,877.5
yv1mh682452064955,1636.25
wa1wkafp8ca038020,27008.75
5xykt3a69cg300963,14576.25
2c3ja53g65h530438,2333.75
jteht05j732043105,5495.0
waujf78kx9n051245,11696.25
wddgf8ab3da803774,26181.25
1fadp3e29dl186382,10320.0
jm1bl1ug8b1901479,9772.5
1g1jc5sh9c4159245,8932.5
1ftfw1ct8ekd55644,35517.5
jtebu11f98k007353,14398.75
2g1fc3d31c9118200,19880.0
1ftpw14524kd61376,9585.0
jn8ar07s4xw366220,2852.5
jhmfa16886s002021,4246.25
1fmfk20557la13598,10717.5
jtkjf5c73c3031845,11180.0
1fmdu73w12uc78556,1493.125
jthbe262062004334,10818.75
1hgcp2f69ca058253,12122.5
1c4rjfag6cc226470,23918.75
1n4dl01axyc220729,1675.0
1n4al3ap9ec420585,16798.75
2t1bu4eexdc088902,12540.0
2hgfa55587h701059,5173.75
3n1ab7ap6el622733,9492.5
4a32b2ff9ce012307,4611.25
1n4al3ap4dc171921,13158.75
3fahp0ja9cr292361,10046.275
wauvt68e03a289215,2012.5
1ftfw1et2dfb12240,31046.325
jhmgd38617s046608,4992.5
1g1am15b567709265,5655.0
waubfafl6an051406,15267.5
2g1wg5ek0b1132088,6997.5
jm1de1ky4c0152251,6440.0
3fa6p0lu9er308365,18795.0
2g1wt58k489220398,8605.0
jn1cv6ar3cm970942,15712.5
3gtp2ve73dg327408,27543.75
5npdh4ae3dh364031,11367.5
1fmcu9c74ckb32584,7558.75
5n1ar2mm7ec632479,23866.25
wbana53524b848816,4787.5
kmhdh4ae0du591078,14272.5
jn8dr09y53w837283,3670.0
2g1wf52e049343300,1475.625
1n4al3ap2dn518991,13247.5
2fmdk3kc0eba39029,21650.0
4a4ar5auxde025109,15265.0
4jgbf71e07a277435,13511.25
1c4rjfjt0ec161941,35293.75
kndmg4c73e6543215,14720.0
4tawn72n1wz067204,2905.0
4t1ca38p94u023493,2343.75
wbawc73549e068865,18068.75
4t1bd1fk6cu030673,17012.5
2g1wc57m391241018,7027.5
sajea51c64wd55397,2641.25
kmhgc4dd7cu178426,16338.75
2fmdk4jc9cba76004,18692.5
2c4rdgeg7er431698,19077.5
1j4gl48kx3w625200,3403.75
1j4hr58215c694872,7177.5
1fmeu63e58ua62563,8647.5
2b4fp25b6yr855053,959.375
5fnrl38727b424521,7760.0
1g6ab5r33d0144028,18770.0
1d7ha16k68j184239,13287.5
1g1ak52f957602626,3118.75
1d8gt58648w218755,12221.25
1g11c5sl9ef189907,17750.0
5fnyf3h55cb025307,24937.5
1j4gw48n24c120773,6121.25
2b3ka53h37h686434,7766.25
19uua5659xa002897,1360.625
jt2bk12u920040680,2473.75
1g4hd57237u173862,6247.5
2c3ccagt2dh683335,22820.0
5npdh4aexdh321788,11097.5
jn1cv6ar3cm977843,21125.0
3fahp08z47r131014,2380.0
wauffafl1ba096599,22945.0
1g1pf5scxc7224267,8377.5
2hnyd18954h519301,2306.25
1fadp3f26el185674,8758.75
1n4al2ap0bn461388,7413.75
jn1cv6ap2cm622967,20220.0
wmwrf33517tg17673,8077.5
1ftsx21p55ea51757,4583.75
1ftex1cmxdfa39798,20202.5
1j4gs48k86c217044,4901.25
1gnec13v33j181353,6571.25
3fahp0ha2cr398852,7893.75
3fa6p0h90dr152655,13632.5
1ftww31p76ed61744,10201.25
1n4al3ap7dc906455,13047.5
jthbk1eg6c2497691,23151.25
wbaam3333xkc58754,1412.5
5xxgm4a73dg182609,12506.25
3fa6p0h77dr147953,18602.5
jthcf5c28b5050719,23142.5
1fm5k7f85dgb32072,26702.5
2a4rr5d1xar346670,9955.0
5tfnx4cn1bx002480,8323.75
1fm5k8d87egc50750,24480.0
1fmju1h55cef02858,18501.25
1n4al3ap1ec157167,13025.0
3gtp1ve02cg224288,24567.5
3fa6p0k91dr147926,20037.5
3ln6l2gk2er828137,21772.5
wdbuf26j35a689186,6235.0
jn8az1mw3bw181730,17216.25
5gakraed4cj154842,22071.25
4s4brbcc7e3258193,22970.0
1c3cdfaa0dd346418,11682.5
2a4gm68476r693509,3867.5
5npec4abxch410087,15180.0
2ftrx17w24ca01622,1737.5
1g1pc5sb5e7388352,12117.5
kmhcn4ac4bu605337,6135.0
wddgj4hb2df946456,23765.0
2g4ws52j621182099,2466.25
4t4bf3ek2ar068282,7283.875
3gnfc16008g200289,10693.75
1g1pf5sc9c7123141,9360.0
1gc4k1c84bf188198,43663.75
1fmhk8d88cgb04044,24470.0
1fmdu63x6yza35758,505.0
1gchg35u841130250,3367.5
4t1bf1fk3eu420353,16267.5
kmhdu4ad1au120345,5188.75
wauhfafl9en007707,27926.25
1g1je5sbxe4177567,12067.5
1c4njcbb6cd626250,11477.5
1n4al3ap0dn488504,11625.05
1n6af0ly3en104106,22137.5
ja4ad3a3xez019526,18536.25
1nxbr32ex6z726342,3361.25
1ftfw1et8eke40626,26850.0
3ln6l2j97dr825772,23546.25
jtjhy7ax4a4043487,43013.75
2c3cdxbg5ch296724,14585.0
kmhdu46d98u345129,7302.5
kmhcn36c47u039206,2181.25
1n6bd0ct0ac446701,12070.0
1j8ff47w47d278969,9870.0
2gnflnek9d6213977,17061.25
1n4al2ap6cc173940,10965.0
wvgav7ax5cw557624,15097.5
wddgf8bb9br151093,19392.5
2t1burhe2ec145197,14052.5
5uxzv8c55cl425052,38475.0
4f2cz94103km07125,3545.0
1gndv23148d201589,2820.75
3n1ab6ap8cl743710,11136.25
2d4gp44l56r836085,4470.0
zfbcfach7ez005432,12443.75
1g11c5sa4df210174,13650.0
wbsde93493cf92356,4048.75
jtezu17r640020809,5083.75
1d7hu18n05j577776,8977.5
5uxzv8c50cl423449,32445.0
1fmcu0g94dua54773,13002.525
wbavm1c56dvl64436,23503.75
jnrar07y2xw068040,2088.75
3gnfk16zx4g256638,7902.5
1gks2ke71er202972,31971.25
1n4aa5ap5bc818356,13855.0
1g2za5e02a4162107,6226.25
wddsj4eb8en039927,30351.25
wbafr9c57bde82246,24705.0
1g1zc5eu6cf168226,8080.0
3fahp07127r135669,7652.5
jn8af5mr0dt206355,14435.0
2gnflgek4d6317613,15737.5
1ftyr14u47pa62983,3960.0
3fahp07167r268242,2805.0
3fahp0ja6br323614,9912.5
3c4pdcab5dt722691,14120.0
2c3ka53g36h259442,3777.5
1g6dp577870111325,7767.5
wbalm1c5xce633818,37053.75
1fafp56u27a143975,2253.75
2g1wb57kx91282523,5492.5
1gndv33188d146487,2961.25
3gnal2ek5ds624027,12732.5
1hgcm826x7a005164,9706.25
5yfbu4ee7cp053023,12095.0
2g1115sl8f9102241,20827.5
waudf98e98a065503,10253.75
ml32a3hj7eh006846,7570.0
2gnaldek8d1183212,16312.525
jnkcv64e49m605537,12746.25
19uua76588a047648,10295.0
5j6rm3h72cl011903,19852.5
3gnca13b79s625392,3183.75
1g6kd54y35u145627,2713.75
3g7da03e62s560251,839.375
1fafp53u04g130722,1710.0
1fahp35n39w193281,5922.5
3c63drgl5cg285646,25080.0
3gcek23m39g283237,15411.25
3fahp0ha8cr420725,9355.0
2cnflcew7a6357776,10047.5
3fa6p0hr8dr337732,14202.5
2hgfg3b50eh520607,15537.5
jthbf5c21d5192649,23227.5
4t1be46k49u807083,8277.5
jn1ca21d5vt858757,832.5
1hgcp2f46ca060346,10096.25
2t1burhe3ec010360,12888.75
2fabp7bv5ax113795,5061.25
jn8az1mw0cw200560,16060.0
1n4al2ap5cc186839,13877.5
5tdza3eh4ds041240,23446.25
2hgfg21597h707424,5035.0
jhlrm4h75cc004670,20615.0
5npeb4ac8dh680075,12462.5
3fa6p0hr5er171882,16552.5
1ftne14w77da27632,5560.0
jtlze4fe7dj031642,4030.0
2d4rn5d16ar459598,9777.5
1fm5k7f81ega49904,30532.5
wp0ab2a94ds122393,84942.5
4jgbb86ex6a120889,9906.25
1fa6p0h70e5373630,14842.5
1gnec16z92j301542,2586.25
4t1bf1fk4du655486,13602.5
5j8tb1h52ba002750,18061.25
1fmeu63e36ua41983,5885.0
2c4jdgag5cr193432,4715.0
yv1cz852651205569,2464.375
wba3a5c54df351962,25928.75
wa1cfafp4ba009992,24762.5
1fmzu35pxwud41891,1121.25
wp1ab29p86la67431,10393.75
1j4fa54167l113932,15461.25
jn1ca31dxyt746403,1261.25
5fnyf4h79bb008614,20403.75
1ftzr15e81ta45128,1557.5
ys3ed49zx33002837,2857.5
5yfbu4ee9dp185282,12340.0
1n4al2ep5dc185430,12721.25
5j6yh18305l010687,2712.5
kndjd733255467602,2283.125
1n4aa5ap0dc832037,15531.25
3lnhl2gc3cr805920,15897.5
jn1cv6el9cm471553,23738.75
1g1zh57b094110095,6367.5
1g1pe5sb8e7180525,12945.0
wdbtk75g96t057096,5251.25
jn1by1ap1cm335125,24966.25
1ftfw1r60bfa07424,43000.0
3fadp4fj6em103664,13266.25
1gc1kxc81bf237105,13932.5
2fmdk3kc5eba71586,26650.0
1fmfk185x8la48542,6196.25
1gtw7fca2e1908626,19485.0
5n1al0mn2ec500986,38932.5
wbana73554b806040,6785.0
5xyktca62fg561257,19835.0
3gtu2vec3eg119479,33957.5
2c4rdgbg9dr647989,9611.25
3gcukrec1eg451623,26591.25
1c3cdzcb6dn681572,9373.75
4t1bf3ek5bu681881,8901.25
5npeb4ac3ch453357,12692.5
2gcec19v211407938,2412.5
3vwd07aj8em236544,13411.25
1ftne2ew2eda13607,22707.5
19xfb2f56ce062985,10722.5
2fmdk3jc3dbc57076,22132.5
kmhct5ae9du117694,9671.25
3vwck21y73m304657,2877.5
1g2nw12e41m520901,1033.75
1ftfw1et8dfa78790,25043.75
4t1bf1fk4eu399271,15900.0
2c4rc1bg2er357689,18407.5
jn1by1ar5cm393112,23227.5
4t1bf28k3yu938258,1332.5
5tdzk23c27s057553,7145.625
1n4aa5apxcc817334,19051.25
4t1bf1fk7eu399832,15472.5
kmhhn65f85u177038,2925.0
1fahp2e83dg138868,10295.0
1c3cdfaa0dd194754,10922.5
jf1gh6d68bh823939,13442.5
3gtp2xe25bg356390,25871.25
2c4rdgbg2cr218448,8955.0
jn1cv6ar8bm411515,18138.75
knage123785199976,8513.75
1fmyu60ex2ub96459,795.625
1ftne24l29da93925,4332.5
3vwva7atxcm618641,13141.25
1yvfp84c665m54123,4291.25
5tdbk3eh8ds215003,18442.5
jn1cv6ek7dm920799,24307.5
1n4ba41e35c863670,4512.5
2t2ha31u74c038898,12170.0
2t1bu4ee7bc588321,9755.0
2hgfa16538h345290,5138.75
1ftfw1cf7dfd76292,25621.25
1c3ccbbb6dn765547,11180.0
1n4al3ap2dc168919,11480.0
wddkj5kb6ef225728,41811.275
2gnalbek4d6251674,12555.0
1g1zs52f84f198337,1565.0
1d7he48n88s567803,9692.5
jn1cv6ar1cm671336,19918.75
wbavb33566ks33058,5667.5
1fafp55u23g224774,1454.375
3vwpg31c46m407407,4530.0
2d4gp44l25r458967,2626.25
1gkfc16087r220172,18133.75
1c6rr7ftxds618208,22828.75
3fadp4bj3dm220882,10872.5
1nxbr32e74z204782,2760.0
1c3cdfaa3dd127520,9851.25
1nxbr32e76z678346,2662.5
1fafp33p7yw122630,1333.75
4t1bf1fk6du703439,13615.0
1fmcu9eg3cka41044,18367.5
wdbuf65j83a281448,4652.5
4jgda5hbxda173537,31095.0
5uxzv4c58d0e08101,35721.875
wp0cb2a84ds132440,54658.75
yv1622fs8c2139188,14393.8
1g6ds1ed3b0126257,23173.75
1g1yy25w395111171,27937.5
4t1bf1fk2cu035458,13131.25
1hgcp2f48ca108008,13393.75
kmhcn4ac2bu609712,4660.0
jhmze2h5xas009927,7697.5
2ctfleew0a6275392,17237.5
1c3cdfaa4dd266751,10407.5
5xxgn4a6xcg017949,14750.0
1fahp25116g118320,2805.0
1j8hg48k86c345868,7330.0
4jgbb5gb9aa541823,21750.0
wba3b1g52ent01424,27250.0
1n4aa5ap1ac857007,12335.0
wdbuf87x68b287313,16786.25
5tdzt34a37s285402,9865.0
