vin,sellingprice
1n4aa5apxbc856004,18416.58746091872
1fafp56u67a191527,4071.0626341251336
jthch96s260017537,12344.790717846965
4t1bf32k43u557395,2088.7533168220666
3fa6p0lu8er308079,18655.229988298746
1n4al2apxcn413527,12791.971814296821
jn8cs1mw3dm173915,26048.049946622807
1ftne2ew4dda54948,19463.620786620784
1ftpw14584ka09953,8215.178550384806
1g1zd5e0xcf385031,10163.273345843978
wbafr7c54cc810649,25831.846181993937
1hgcp2f67ca142264,12965.809561503313
1j4rr5gt4bc603765,21131.57304940431
jtjbt20x350075451,4927.474010942761
1c4njrfb3fd249037,18475.0550000925
1yvhp80c385m20285,4739.571672077924
4m2cn8b77akj08834,8458.942768111518
1hgcp2f32ca079306,13140.92128311503
jthcf5c24b5051415,21107.161457986447
1vwbp7a31dc109607,13569.059896968784
1gnkvgkd4dj194946,20094.49388442114
5fnrl5h43cb013351,17887.55579443705
3fa6p0h94er382314,16138.823662448665
3vwsb69m92m095277,1770.121693815444
1ftkr1ad0bpb02706,8609.218966057095
1hgcp2f68ca145092,13402.106930569433
wbagl63413dp61945,2107.3068117068115
1g11b5sa3df131680,9755.545961214708
1n4al2ap4bc140482,8347.546618039365
1b3el46x14n308491,1872.903526103526
1n4al11d56n333816,5024.616172484918
wbskg9c55ce797894,40429.78646751396
1n4al3ap7dc912532,15175.230874218367
3gkfk16r1xg529905,1252.7229140072889
wbaxg5c59cdx03671,29659.81462750212
4n2zn16t42d808408,762.6553204488865
1fmju2a59eef40614,30554.767225829724
3c4pddbg0et211908,16275.688992488998
2t3df4dvxcw191648,19856.55492169867
1ftne24213ha50152,2308.079773999149
1n4aa5ap5dc830123,22717.119021487786
5gten13e588114084,11534.397785316543
19xfb2f92ce015858,12118.346010702264
3fa6p0h71er243840,16312.120917508404
1g6dm577040113901,3105.122475441225
1c4hjwfg8dl664400,33672.868595756125
1j4fa39s76p781106,11107.68186026936
1fmzu73k05uc04214,4227.962541162542
jm1cw2dlxc0141481,14560.892206404702
2hnyd18814h548804,7923.679372248123
jthcf5c22c5057540,22025.067983636724
1c3cdzab6dn607023,9295.686397958521
1gcskse38az100409,17401.995993820983
2t2zk1ba3dc124462,31920.560199985208
1n4al3ap8fn311380,11424.395406676662
jtjht00w923521747,7316.799719493469
1n4al2ap8bc148553,10514.008227883234
3fa6p0luxer308326,17560.152416333658
1g6ds5e33c0100614,12344.843884125132
6g2er57788l127964,8021.701380101382
kmhec4a43da066396,13118.257068450068
1fmcu9d79ckb22440,11525.290865615878
1ftew1cm0ekd93017,25072.981496050237
2t2bk1ba7cc145833,26824.561591417838
5uxwx5c57blw13582,27734.710485810487
1gnec13t24j223706,10308.40007816257
1c4gp64l9yb658059,453.1169934232435
2c3cdyag7dh604131,17537.340338827835
1c3bcbfg8cn279810,12234.36631817257
wba3a5c55ep601379,32847.54426707549
5tdba23c64s003155,2756.5271719484185
knafx4a62e5097239,10935.281545769041
wbabd534x6pl17693,6467.780773624522
wbawb73547p021677,8888.13392602767
3fahp0hg7cr419926,9988.561320901332
4t1bf1fkxeu419703,17135.045508658004
1vwah7a32dc088713,13924.181415343926
wddgf4hb4cr216756,24977.43591246717
jthbn36fx55021972,11604.657744801492
wddgj4hb4cf802891,22273.58969826468
5fnyf3h55db017208,26880.51786014909
3vwrm71kx8m180209,3701.1409048127784
5fnyf4h73cb048964,23519.5186882562
1a8hx58p77f544718,6279.207369019868
1n4bu31d9sc101562,1035.120780030155
3d4pg5fv0at150580,6339.675469900468
1fm5k7b89dga29971,19497.360392616654
1fm5k8d85dgb79417,16788.73959998335
2c4rdgbg9cr146454,5974.2991376678865
jtdkdtb36e1574688,14355.193958125205
5npeb4acxch416211,11535.16243247493
1ftne24w04ha63334,2033.648949198948
1fahp32n49w170273,5301.173266548267
knadm4a36e6394885,11652.170082463823
yv4940dl1e2516909,28499.600697450707
wbadm6344ygu28113,1353.4820703601956
5xyktca62fg600638,20874.94946442445
2c4rdgbgxdr656040,13414.202528258778
1zvbp8em3e5231769,13513.35436462148
5npeb4ac1dh747390,12438.662155437156
sajwa71b06sg49749,4823.903449397823
2c3ccaagxeh232618,18740.17282994782
2g1wf52e749274511,1248.2482628482637
1hgcs1b87ca014624,12918.92449795575
5tdzk3eh7as019760,15945.837588800081
1c3ccbbb1dn545698,11284.682928414177
1gdgg31v061903480,1009.217541370666
jh4cu2f40cc013422,18204.480865199617
1j8gr48k89c543652,15329.158266733264
1gcdt136758206181,6855.312487512488
1g6kd54y35u238468,802.6122088559588
yv1mh682452064955,1822.1190085377575
wa1wkafp8ca038020,26707.46543060179
5xykt3a69cg300963,13876.543016011774
2c3ja53g65h530438,2274.7435329716577
jteht05j732043105,5723.063981851483
waujf78kx9n051245,11535.511867761872
wddgf8ab3da803774,25738.802186470934
1fadp3e29dl186382,10738.773292910793
jm1bl1ug8b1901479,9686.374394818142
1g1jc5sh9c4159245,8635.90513613239
1ftfw1ct8ekd55644,35476.479741554744
jtebu11f98k007353,14457.284311712248
2g1fc3d31c9118200,19834.254961519957
1ftpw14524kd61376,9353.463088994333
jn8ar07s4xw366220,3043.909157277905
jhmfa16886s002021,4055.640406121656
1fmfk20557la13598,8365.114804871058
jtkjf5c73c3031845,11469.017707986466
1fmdu73w12uc78556,1465.9148651117407
jthbe262062004334,11247.003108234367
1hgcp2f69ca058253,12034.189016770275
1c4rjfag6cc226470,23962.152398989892
1n4dl01axyc220729,1579.259635680225
1n4al3ap9ec420585,16307.233742183742
2t1bu4eexdc088902,12529.63431614682
2hgfa55587h701059,4871.384670884669
3n1ab7ap6el622733,9198.039619177125
4a32b2ff9ce012307,4874.43148495023
1n4al3ap4dc171921,13038.111408498906
3fahp0ja9cr292361,10342.768724895477
wauvt68e03a289215,1919.0483443639691
1ftfw1et2dfb12240,30845.567917628654
jhmgd38617s046608,4870.279856254855
1g1am15b567709265,5399.045294982796
waubfafl6an051406,15293.380426055419
2g1wg5ek0b1132088,6983.772982804238
jm1de1ky4c0152251,6387.233694546193
3fa6p0lu9er308365,19473.472548978807
2g1wt58k489220398,8629.153439384694
jn1cv6ar3cm970942,16388.91232531358
3gtp2ve73dg327408,27793.594328356834
5npdh4ae3dh364031,11090.253837366337
1fmcu9c74ckb32584,7218.59817867318
5n1ar2mm7ec632479,24242.1846711159
wbana53524b848816,4741.724413780662
kmhdh4ae0du591078,14303.575864644616
jn8dr09y53w837283,3764.126811845562
2g1wf52e049343300,1311.4792780136538
1n4al3ap2dn518991,13145.005170755177
2fmdk3kc0eba39029,21592.461221130714
4a4ar5auxde025109,15055.473191160683
4jgbf71e07a277435,13566.437316387317
1c4rjfjt0ec161941,35961.97643074519
kndmg4c73e6543215,14814.28954933955
4tawn72n1wz067204,3236.3288364413334
4t1ca38p94u023493,2336.154087810339
wbawc73549e068865,17353.39637700263
4t1bd1fk6cu030673,15834.774603174605
2g1wc57m391241018,6944.725035843789
sajea51c64wd55397,2633.682363007362
kmhgc4dd7cu178426,16363.462839563215
2fmdk4jc9cba76004,20124.75225168351
2c4rdgeg7er431698,19252.977364302362
1j4gl48kx3w625200,3463.042757936508
1j4hr58215c694872,6006.926699689204
1fmeu63e58ua62563,8738.577786796537
2b4fp25b6yr855053,1018.7650404538273
5fnrl38727b424521,7549.723343554592
1g6ab5r33d0144028,18877.17582537833
1d7ha16k68j184239,13512.130949490318
1g1ak52f957602626,3113.1141196766207
1d8gt58648w218755,12202.196276316276
1g11c5sl9ef189907,16750.075396825392
5fnyf3h55cb025307,24424.303582528584
1j4gw48n24c120773,5632.761740873508
2b3ka53h37h686434,7966.121438561438
19uua5659xa002897,1477.2269667832165
jt2bk12u920040680,2787.3012559200065
1g4hd57237u173862,6624.695216820214
2c3ccagt2dh683335,22920.137450512444
5npdh4aexdh321788,12318.814999815002
jn1cv6ar3cm977843,20734.457906676675
3fahp08z47r131014,2251.2655904280914
wauffafl1ba096599,22013.92898051023
1g1pf5scxc7224267,8405.572270091017
2hnyd18954h519301,2415.5219819532317
1fadp3f26el185674,8963.44062950938
1n4al2ap0bn461388,7663.684703953456
jn1cv6ap2cm622967,20028.397422632926
wmwrf33517tg17673,7652.541510341512
1ftsx21p55ea51757,4632.448196248196
1ftex1cmxdfa39798,18326.65325060124
1j4gs48k86c217044,4910.739856902354
1gnec13v33j181353,7055.40839877715
3fahp0ha2cr398852,7792.3255007215
3fa6p0h90dr152655,14201.660447422946
1ftww31p76ed61744,9306.155202436452
1n4al3ap7dc906455,13070.511166379916
jthbk1eg6c2497691,23080.8802431365
wbaam3333xkc58754,956.8215852434605
5xxgm4a73dg182609,12285.308431614683
3fa6p0h77dr147953,17385.608176849943
jthcf5c28b5050719,22723.12351005476
1fm5k7f85dgb32072,26950.029751961003
2a4rr5d1xar346670,8222.462216949716
5tfnx4cn1bx002480,8254.14945193695
1fm5k8d87egc50750,23946.19744690496
1fmju1h55cef02858,19584.31879958468
1n4al3ap1ec157167,13439.060673816917
3gtp1ve02cg224288,24426.03416236543
3fa6p0k91dr147926,20066.718075443066
3ln6l2gk2er828137,21651.302275271017
wdbuf26j35a689186,6479.616926360679
jn8az1mw3bw181730,17048.783029933034
5gakraed4cj154842,22360.175093674836
4s4brbcc7e3258193,23015.11917619418
1c3cdfaa0dd346418,11666.735059847555
2a4gm68476r693509,4026.022396816147
5npec4abxch410087,15347.966130628645
2ftrx17w24ca01622,1801.479585923336
1g1pc5sb5e7388352,12231.552725515225
kmhcn4ac4bu605337,6397.701340516784
wddgj4hb2df946456,23953.813437950936
2g4ws52j621182099,2553.9235690235696
4t4bf3ek2ar068282,7456.898844211342
3gnfc16008g200289,10980.164326876826
1g1pf5sc9c7123141,9406.477246730114
1gc4k1c84bf188198,40593.74897625525
1fmhk8d88cgb04044,24284.563938838925
1fmdu63x6yza35758,522.0875230093977
1gchg35u841130250,3860.7734420671914
4t1bf1fk3eu420353,16241.699055111558
kmhdu4ad1au120345,5690.3447938635445
wauhfafl9en007707,28980.53911620787
1g1je5sbxe4177567,12056.732350982349
1c4njcbb6cd626250,11514.13429052429
1n4al3ap0dn488504,11735.052698708705
1n6af0ly3en104106,21791.57775002774
ja4ad3a3xez019526,18628.084918553686
1nxbr32ex6z726342,3354.789528989526
1ftfw1et8eke40626,26290.68120490621
3ln6l2j97dr825772,23227.903025215524
jtjhy7ax4a4043487,42210.94826839827
2c3cdxbg5ch296724,15070.734464865196
kmhdu46d98u345129,6962.226295695049
kmhcn36c47u039206,2551.9292510730015
1n6bd0ct0ac446701,13053.721030821027
1j8ff47w47d278969,9891.505482480485
2gnflnek9d6213977,17105.089348568108
1n4al2ap6cc173940,11432.679231416736
wvgav7ax5cw557624,15384.627828421584
wddgf8bb9br151093,19423.562379056108
2t1burhe2ec145197,14057.680411255413
5uxzv8c55cl425052,37988.253759897525
4f2cz94103km07125,3378.296319421319
1gndv23148d201589,2762.0924710012196
3n1ab6ap8cl743710,10842.42433862433
2d4gp44l56r836085,4351.518126549377
zfbcfach7ez005432,13098.718339979474
1g11c5sa4df210174,13636.801256613751
wbsde93493cf92356,4003.189311151809
jtezu17r640020809,5406.818798100047
1d7hu18n05j577776,9161.471491471491
5uxzv8c50cl423449,32202.456387131402
1fmcu0g94dua54773,13105.855849812227
wbavm1c56dvl64436,23580.966831548092
jnrar07y2xw068040,2063.565388431014
3gnfk16zx4g256638,7647.258167758169
1gks2ke71er202972,31527.514602527073
1n4aa5ap5bc818356,13822.701602934108
1g2za5e02a4162107,7462.670080266958
wddsj4eb8en039927,37185.71296081233
wbafr9c57bde82246,25230.38851310728
1g1zc5eu6cf168226,7780.383657546161
3fahp07127r135669,7913.899222305475
jn8af5mr0dt206355,14457.276686276691
2gnflgek4d6317613,15672.164443607318
1ftyr14u47pa62983,3788.754443935694
3fahp07167r268242,2862.160877085878
3fahp0ja6br323614,10217.238730140227
3c4pdcab5dt722691,14066.526336163835
2c3ka53g36h259442,4010.500326756577
1g6dp577870111325,7275.626566257812
wbalm1c5xce633818,36562.60637626262
1fafp56u27a143975,1918.6260859510853
2g1wb57kx91282523,6139.680633718139
1gndv33188d146487,2528.5790577478065
3gnal2ek5ds624027,12977.44275867651
1hgcm826x7a005164,9548.736355195726
5yfbu4ee7cp053023,12098.417393717391
2g1115sl8f9102241,20808.088332500844
waudf98e98a065503,9799.872180134682
ml32a3hj7eh006846,7647.8558790746365
2gnaldek8d1183212,16522.148652777774
jnkcv64e49m605537,12150.592998205499
19uua76588a047648,9740.844998057506
5j6rm3h72cl011903,20334.67969285344
3gnca13b79s625392,3168.358441674068
1g6kd54y35u145627,2439.2851139601144
3g7da03e62s560251,877.0742054820178
1fafp53u04g130722,1792.7875682188178
1fahp35n39w193281,6048.968554008626
3c63drgl5cg285646,24991.21333519421
3gcek23m39g283237,15306.040461159211
3fahp0ha8cr420725,9605.030634791125
2cnflcew7a6357776,9963.740052308798
3fa6p0hr8dr337732,14348.615770803264
2hgfg3b50eh520607,15498.73406084656
jthbf5c21d5192649,23141.082789432774
4t1be46k49u807083,8201.754424279434
jn1ca21d5vt858757,913.8897340744765
1hgcp2f46ca060346,10482.765264365262
2t1burhe3ec010360,13139.484433621934
2fabp7bv5ax113795,6632.345006151255
jn8az1mw0cw200560,15789.119701594682
1n4al2ap5cc186839,13995.152416102408
5tdza3eh4ds041240,22662.587451899966
2hgfg21597h707424,4696.47887205387
jhlrm4h75cc004670,20330.649827256068
5npeb4ac8dh680075,12247.208617308612
3fa6p0hr5er171882,16761.537155437163
1ftne14w77da27632,5481.105467911718
jtlze4fe7dj031642,4990.78367928368
2d4rn5d16ar459598,9979.627769452769
