vin,sellingprice
3vwrt71k66m746558,3989.937400320445
5tfdw5f17cx249548,26774.607232209546
2c4rdgcg8er253237,16100.627481973821
19uua56883a074677,3236.4200667968325
2lmdu68cx8bj05646,11565.41521398878
5n1ar18u67c626356,6230.868359162964
1ftne2ew8eda20173,22287.895758214367
1fahp3gn9bw184524,7005.073723205729
19xfb2f5xee243381,9141.370776835749
1gtw7fca5e1905770,20737.371649377175
1zvht85h455209305,9962.414212869608
1fafp55u11a128859,1388.5419565665798
jthbe1bl6d5001460,31550.674627017943
jm3er2bm7b0405127,13448.542103297052
2c3cdxct1eh315591,22643.198973792565
5xxgn4a7xcg039135,13980.168788303516
1g2zg57bx94117540,2729.08861001685
3n1ab6ap9al644813,6663.025979776363
jtjbt20x930014425,9481.138042569559
1g6dt57v780164982,11861.109504780403
2fmdk3kc4eba30799,21576.059912339402
2c4rdgbg9dr616368,9007.403089071771
1ft8w3bt5cea27096,34403.16865414532
jthbe96s070016618,11188.58958760215
jtmbk33v085063691,10117.348565415077
3lnhm28t28r660744,6586.730480019368
jtmbd31v275093545,9166.99153385898
1gtek19z26z254627,11651.42638930378
jtebu5jr0a5028050,26081.019643270803
4t1be46k07u044069,5707.140289685047
5xxgm4a7xeg282238,14301.570986199004
5npdh4ae4eh505402,13174.340915870991
wdbrf40j63f382931,3524.0850231808563
5tfhy5f11dx308848,41926.33882151699
1n4aa5ap9bc866393,14416.183284930541
1j4gz78yxwc163618,546.7919821505693
2t3bf4dv6bw173640,14973.095448685719
1n4al3ap6dn429862,14695.744723064425
1c3cdzab4cn136021,9461.806595295819
1fmcu0dg1ckc48030,9122.883553590349
jn8ae2kp0d9068333,18451.89067262093
1mefm50ux2g620409,1175.4560718054927
1fmyu031x5ka88199,3050.504276466383
5npet46c59h535167,5276.481145204508
jn8cs1mw4dm173129,34110.682238131456
1fmcu0gx4eub81474,18099.76555021563
jtdkn3du5d1615796,14719.84807930227
1fm5k8d89dga37233,24835.62526813177
1ftpx14555na08675,4050.7817175002083
1fmhk8d85cga18738,21192.56177574801
wddng71x07a121188,14055.513709635017
1b3hb48b37d201969,3876.1191760569673
2hgfa16519h369184,5172.000376342809
1gys4kef6br346956,39929.261812838085
1b3cb4ha4ad603024,6315.827496886437
2fmza52256ba56681,3525.409346333563
1n4aa5ap8ec486577,13879.567647796048
2g1wg5e33d1191129,9183.377122512222
2fmdk4jc7dbb48738,22160.34519956738
jn8az1mw3bw182053,16113.41843067121
knafk4a67e5154467,10772.17984280441
wddgf4hb8ea930911,23749.335889355105
19uua8f20ca020058,18800.99396375796
jn8as5mv1cw705624,16274.123892720545
1g1jc6sg3d4231703,9372.288913912496
knaft4a25a5242857,4709.8619858147695
wdbtk76g84t024831,2932.662314927349
wba3a5c55cf345182,25597.764364287945
1c4bjweg5dl655483,28296.01248634923
1gcec29029z162071,14876.47488172828
1c4pjmak6cw120986,10909.189129161072
1fmpu15576lb00788,4710.082455850892
2gnfleek5c6358786,13784.885236759961
2c4rc1cg3er180357,22824.123322248674
2b3ka43r58h326800,2698.8155671686945
1g2zg558964261180,2515.151169769533
wmwmf73518tt88928,7217.610651064269
kmhhn65f76u206174,3540.6035802148726
2d4gv58205h591407,3861.870242999479
1n4al11d96n405049,3630.778064661459
jf1znaa18d2731233,18253.399161736357
2hgfg1b99ah500776,9058.4689601026
2t2bk1ba3cc153153,27678.33371654427
1ftne2ewxeda19977,20109.659229430945
jn8az1mw8dw313688,16272.945476445588
1gbhg39c591143468,5687.357770750583
wmeej3ba0ck553414,4955.020039833817
5j6yh18798l015149,8843.262055847177
2d4rn5dg4br721026,8210.91352095435
1j4gx48s24c385874,6605.283095794822
wbapt735x8cx00895,9760.093510245068
1fbss31l53ha60766,7949.740950345324
2fmhk6c85dbd11442,16797.81647138774
5tftx4gn8dx024805,9311.525569533831
wauhfaflxcn010306,19020.764349816447
kmhgc4dd2du221586,18258.729414057125
2c3ja53g25h678246,2474.48349544976
1ftyr14u0wta78359,2036.8400544075575
jn1cv6ekxdm923406,25731.881838545698
2fmdk4kc4cba79827,23583.784203599746
1yvhp81a695m35040,6209.5144289639
salmf13496a235125,9820.911165505062
kmhfh4jgxda233076,17108.141246355102
3fa6p0k99er301400,17096.769799870293
2gnaldek6c1277684,13255.519666845841
4jgcb65e67a056765,7897.481936858405
5j6rm4h33dl071421,17286.089784521308
4a32b3ff9ce023054,8545.690168982163
1gcrkpea0cz276898,12764.64921151691
2a4gp54lx6r781680,2385.11179547587
5fnrl5h60cb073055,16129.257216630014
1fm5k8d88ega09800,26682.619062228572
1gtw7fca0e1906082,20642.23747832689
1gkek63ux4j159713,5149.6075070835295
ja3au86u78u008441,3865.1427184767435
1g8al55f66z160145,1030.6969028551684
wbaet37465nj89798,9017.672444362264
1g1ak15f177200574,4550.766483868421
1n4al3apxdn440136,14390.706838241364
3d7mx48c36g247655,7956.666172741182
jthkd5bh7c2055355,19689.443172582396
1fm5k8f85fga04570,30158.023581890862
wdbsk75f43f060145,15797.539477704677
1n4aa5ap8ac816289,10960.289598511335
2fmdk4kcxdbb95356,18204.358060993465
5yfbu4ee5dp087012,11016.637329177602
2g4ws52j131114990,983.7005897282961
1c4rjfcg7cc103273,18357.933862190202
jthbf5c29d5187781,26949.54923872796
2t1bu4ee8cc800628,9355.624436884718
2c4rdgeg2er179133,19175.58613893245
jn8as5mtxew603465,13578.33739066563
5j6re4h71bl067297,17723.42620084612
3fahp0ha3cr291860,9367.657161074672
4jgbf7be5ca781293,29215.171767336444
3g5da03l07s562513,4332.109255892228
1n4bl11d96c251104,4789.4151840225895
jthbf5c25c2102810,22854.72608547099
jm1cw2bl8d0149065,12027.086771101362
3tmlu4en7em150625,29251.492418959784
3vwsf71k36m629545,3232.249889903913
wbafu7c58cdu58748,29648.543118137382
3vwbx7aj5bm108602,9730.550771900818
5npdh4ae0fh571222,11667.452981518723
1n4al3ap8en260008,15398.33853940571
1g6ky54911u182876,1158.6938853663214
1n4aa5apxbc856004,19431.713782269908
1fafp56u67a191527,2910.7900510296276
jthch96s260017537,13514.37837137566
4t1bf32k43u557395,1629.1511671426506
3fa6p0lu8er308079,16932.085325169766
1n4al2apxcn413527,12817.59585565089
jn8cs1mw3dm173915,27915.66676233542
1ftne2ew4dda54948,19104.655942063808
1ftpw14584ka09953,8083.329976919549
1g1zd5e0xcf385031,10904.650624118138
wbafr7c54cc810649,25701.36628196007
1hgcp2f67ca142264,13371.842805680497
1j4rr5gt4bc603765,23068.25878311087
jtjbt20x350075451,6061.639250201071
1c4njrfb3fd249037,17347.07315293835
1yvhp80c385m20285,3777.69438576661
4m2cn8b77akj08834,8150.356475630222
1hgcp2f32ca079306,12471.867150630653
jthcf5c24b5051415,19915.335271486187
1vwbp7a31dc109607,13237.464157032728
1gnkvgkd4dj194946,19770.839227784032
5fnrl5h43cb013351,17696.581670039253
3fa6p0h94er382314,15978.063165771173
3vwsb69m92m095277,2023.8955358850362
1ftkr1ad0bpb02706,9079.738840728609
1hgcp2f68ca145092,13593.598994134361
wbagl63413dp61945,1555.1896857830798
1g11b5sa3df131680,10479.806355848346
1n4al2ap4bc140482,8111.064234326401
1b3el46x14n308491,1948.530605537655
1n4al11d56n333816,5524.26834647291
wbskg9c55ce797894,40586.6122612908
1n4al3ap7dc912532,15245.141871127795
3gkfk16r1xg529905,1090.426334270569
wbaxg5c59cdx03671,30513.53706941618
4n2zn16t42d808408,865.9654420908901
1fmju2a59eef40614,32051.691509201028
3c4pddbg0et211908,16736.06433902496
2t3df4dvxcw191648,20025.33205184631
1ftne24213ha50152,2329.504861845404
1n4aa5ap5dc830123,20044.600758422923
5gten13e588114084,10413.008291595595
19xfb2f92ce015858,13276.914939474702
3fa6p0h71er243840,14994.969824848005
1g6dm577040113901,2974.230913128151
1c4hjwfg8dl664400,31696.528795652204
1j4fa39s76p781106,12562.381662966769
1fmzu73k05uc04214,3339.462825287803
jm1cw2dlxc0141481,16040.953263038686
2hnyd18814h548804,7425.426555523452
jthcf5c22c5057540,21969.93941271571
1c3cdzab6dn607023,9580.477051886375
1gcskse38az100409,18201.425793889735
2t2zk1ba3dc124462,31350.066612376242
1n4al3ap8fn311380,11707.839551271521
jtjht00w923521747,7379.843523841708
1n4al2ap8bc148553,10055.519553923947
3fa6p0luxer308326,16926.557077068734
1g6ds5e33c0100614,15832.476461589838
6g2er57788l127964,8829.960440451272
kmhec4a43da066396,12682.757686954215
1fmcu9d79ckb22440,12492.936221166896
1ftew1cm0ekd93017,25491.27558200588
2t2bk1ba7cc145833,26292.0901954352
5uxwx5c57blw13582,25022.988932748507
1gnec13t24j223706,9393.933407904176
1c4gp64l9yb658059,487.6534705031663
2c3cdyag7dh604131,18359.295403848853
1c3bcbfg8cn279810,13814.382934907613
wba3a5c55ep601379,34033.29061282198
5tdba23c64s003155,2385.2710644703748
knafx4a62e5097239,10406.509533784692
wbabd534x6pl17693,6439.718283063588
wbawb73547p021677,8754.768262141059
3fahp0hg7cr419926,10316.785197572335
4t1bf1fkxeu419703,16994.77597674413
1vwah7a32dc088713,12225.198857532298
wddgf4hb4cr216756,20780.74788051043
jthbn36fx55021972,10358.273085046254
wddgj4hb4cf802891,22862.62478680566
5fnyf3h55db017208,25783.71814403049
3vwrm71kx8m180209,3918.7241769346574
5fnyf4h73cb048964,22726.508765275154
1a8hx58p77f544718,7541.838435003209
1n4bu31d9sc101562,841.6711746502679
3d4pg5fv0at150580,5544.434159009977
1fm5k7b89dga29971,20762.50032856111
1fm5k8d85dgb79417,17136.732620685176
2c4rdgbg9cr146454,5954.963388160153
jtdkdtb36e1574688,15369.047597199842
5npeb4acxch416211,10974.658100733925
1ftne24w04ha63334,2301.9446481799696
1fahp32n49w170273,3024.720886753774
knadm4a36e6394885,12328.403131355455
yv4940dl1e2516909,28682.31170374429
wbadm6344ygu28113,880.3069172910873
5xyktca62fg600638,21067.69837902161
2c4rdgbgxdr656040,13977.197765435561
1zvbp8em3e5231769,14232.153845687064
5npeb4ac1dh747390,13061.749192027599
sajwa71b06sg49749,6922.073368862983
2c3ccaagxeh232618,18414.53700500101
2g1wf52e749274511,1251.4385573356722
1hgcs1b87ca014624,12212.319759308675
5tdzk3eh7as019760,14869.68427804565
1c3ccbbb1dn545698,9471.224831262964
1gdgg31v061903480,1200.3673076576688
jh4cu2f40cc013422,17856.004233444037
1j8gr48k89c543652,16410.10791880455
1gcdt136758206181,6591.627033228884
1g6kd54y35u238468,846.7746291790882
yv1mh682452064955,1599.6856845397215
wa1wkafp8ca038020,25225.999640606075
5xykt3a69cg300963,13004.874725695736
2c3ja53g65h530438,2245.7838967411153
jteht05j732043105,7848.54372372653
waujf78kx9n051245,12803.290922286275
wddgf8ab3da803774,25145.12717277053
1fadp3e29dl186382,10018.01388475447
jm1bl1ug8b1901479,9956.027500623444
1g1jc5sh9c4159245,6206.887705744996
1ftfw1ct8ekd55644,35236.80803163705
jtebu11f98k007353,14956.617872436576
2g1fc3d31c9118200,20884.070055349337
1ftpw14524kd61376,9169.97061936765
jn8ar07s4xw366220,2573.4612836135148
jhmfa16886s002021,4721.837351777144
1fmfk20557la13598,12805.094938129554
jtkjf5c73c3031845,11638.022368740572
1fmdu73w12uc78556,1410.989682327543
jthbe262062004334,11506.931621893847
1hgcp2f69ca058253,12284.58480148278
1c4rjfag6cc226470,24016.611048268678
1n4dl01axyc220729,993.6399305020313
1n4al3ap9ec420585,16129.125756360067
2t1bu4eexdc088902,12642.937244763072
2hgfa55587h701059,4622.221027118356
3n1ab7ap6el622733,9287.708712538792
4a32b2ff9ce012307,6181.046625051987
1n4al3ap4dc171921,12333.281817671565
3fahp0ja9cr292361,11296.33248065805
wauvt68e03a289215,1775.129460389282
1ftfw1et2dfb12240,34099.7497634694
jhmgd38617s046608,4548.717886494068
1g1am15b567709265,5996.108964828822
waubfafl6an051406,17483.89990301026
2g1wg5ek0b1132088,7835.234891789489
jm1de1ky4c0152251,5992.476565525244
3fa6p0lu9er308365,17280.344909457952
2g1wt58k489220398,8228.586855184127
jn1cv6ar3cm970942,16029.106659027115
3gtp2ve73dg327408,28096.06792795028
5npdh4ae3dh364031,11543.908059522602
1fmcu9c74ckb32584,6626.904918245781
5n1ar2mm7ec632479,27259.37493726729
wbana53524b848816,4055.8974131523482
kmhdh4ae0du591078,14780.717636035666
jn8dr09y53w837283,5336.494341352421
2g1wf52e049343300,1549.5269564456557
1n4al3ap2dn518991,13935.595497116787
2fmdk3kc0eba39029,22787.100959327527
4a4ar5auxde025109,15370.780543207693
4jgbf71e07a277435,13044.877524033785
1c4rjfjt0ec161941,36547.10571461234
kndmg4c73e6543215,16854.399386261863
4tawn72n1wz067204,2910.4576957840236
4t1ca38p94u023493,2570.4832753906103
wbawc73549e068865,17893.73186603856
4t1bd1fk6cu030673,14238.745147169158
2g1wc57m391241018,6706.1948553111015
sajea51c64wd55397,1564.3104777934805
kmhgc4dd7cu178426,15621.426432421871
2fmdk4jc9cba76004,20999.73486901816
2c4rdgeg7er431698,18864.380786867692
1j4gl48kx3w625200,3701.00920187098
1j4hr58215c694872,5360.692694871161
1fmeu63e58ua62563,8046.172077393339
2b4fp25b6yr855053,563.7046883541243
5fnrl38727b424521,7381.106617009168
1g6ab5r33d0144028,18558.379512914722
1d7ha16k68j184239,10281.948870309629
1g1ak52f957602626,2260.6322440206004
1d8gt58648w218755,14765.46054875348
1g11c5sl9ef189907,16674.593790215713
5fnyf3h55cb025307,23953.286689977365
1j4gw48n24c120773,5310.5009331126885
2b3ka53h37h686434,8964.575835552936
19uua5659xa002897,1529.733504276548
jt2bk12u920040680,2366.3366367596354
1g4hd57237u173862,6096.720633332066
2c3ccagt2dh683335,22179.82833819072
5npdh4aexdh321788,11368.529143237778
jn1cv6ar3cm977843,19699.40627747621
3fahp08z47r131014,2733.824305862945
wauffafl1ba096599,21802.733465193738
1g1pf5scxc7224267,7732.031440671881
2hnyd18954h519301,1643.2189498466814
1fadp3f26el185674,10095.051494169607
1n4al2ap0bn461388,8082.436458168637
jn1cv6ap2cm622967,19495.561973994285
wmwrf33517tg17673,6681.268211468763
1ftsx21p55ea51757,6501.442600812198
1ftex1cmxdfa39798,16574.597176284216
1j4gs48k86c217044,4461.017097857246
1gnec13v33j181353,6922.262101279914
3fahp0ha2cr398852,9122.98612324236
3fa6p0h90dr152655,14071.232804211584
1ftww31p76ed61744,6664.794904011182
1n4al3ap7dc906455,13387.61363177883
jthbk1eg6c2497691,22837.14470788901
wbaam3333xkc58754,1003.4519901318636
5xxgm4a73dg182609,12228.41186005277
3fa6p0h77dr147953,15622.771995164492
jthcf5c28b5050719,21950.44640128857
1fm5k7f85dgb32072,26101.13790909187
2a4rr5d1xar346670,8306.115076393588
5tfnx4cn1bx002480,6768.075976460462
1fm5k8d87egc50750,25195.553299657673
1fmju1h55cef02858,21193.44363502267
1n4al3ap1ec157167,13109.621958308564
3gtp1ve02cg224288,24630.484227562505
3fa6p0k91dr147926,20227.123707310515
3ln6l2gk2er828137,22500.19755906774
wdbuf26j35a689186,8086.057931632354
jn8az1mw3bw181730,16643.985223383293
5gakraed4cj154842,21840.052183836207
4s4brbcc7e3258193,22953.402421042036
1c3cdfaa0dd346418,10600.964254221837
2a4gm68476r693509,2416.6209757722445
5npec4abxch410087,15378.881038866817
2ftrx17w24ca01622,1528.9509867616762
1g1pc5sb5e7388352,11740.33078142415
kmhcn4ac4bu605337,7710.341447725213
wddgj4hb2df946456,23512.235895236376
2g4ws52j621182099,2912.0622832350746
4t4bf3ek2ar068282,7212.124993759392
3gnfc16008g200289,9897.604723454679
1g1pf5sc9c7123141,8501.599234676554
1gc4k1c84bf188198,38718.01764726914
1fmhk8d88cgb04044,25127.911871168602
1fmdu63x6yza35758,497.897431915766
1gchg35u841130250,3836.9327444447426
4t1bf1fk3eu420353,15903.394473465587
kmhdu4ad1au120345,3571.1638212767466
wauhfafl9en007707,29025.758359369767
1g1je5sbxe4177567,12004.111645523913
1c4njcbb6cd626250,11722.807852861442
1n4al3ap0dn488504,11769.284276654373
1n6af0ly3en104106,22450.546732438364
ja4ad3a3xez019526,18951.047862656924
1nxbr32ex6z726342,3937.6360569384597
1ftfw1et8eke40626,27162.698593342568
3ln6l2j97dr825772,22167.198069052698
jtjhy7ax4a4043487,32651.50860210117
2c3cdxbg5ch296724,15287.234995430488
kmhdu46d98u345129,5914.262858155075
kmhcn36c47u039206,2189.0978756737823
1n6bd0ct0ac446701,12166.720686472125
1j8ff47w47d278969,7569.94161449365
2gnflnek9d6213977,17529.139875601304
1n4al2ap6cc173940,11517.020045506159
wvgav7ax5cw557624,16425.676270883592
wddgf8bb9br151093,19513.78732858038
2t1burhe2ec145197,13924.826419158631
5uxzv8c55cl425052,38408.266135495694
4f2cz94103km07125,4877.3547371197465
1gndv23148d201589,3551.46885056065
3n1ab6ap8cl743710,10767.630966546807
2d4gp44l56r836085,4283.26651313385
zfbcfach7ez005432,10923.937921616003
1g11c5sa4df210174,13996.614565599659
wbsde93493cf92356,8225.317558395933
jtezu17r640020809,4830.43394402952
1d7hu18n05j577776,8621.930231346412
5uxzv8c50cl423449,31042.22659800268
1fmcu0g94dua54773,12410.225986580203
wbavm1c56dvl64436,27566.87987482114
jnrar07y2xw068040,1055.1595521118415
3gnfk16zx4g256638,7573.01934832002
1gks2ke71er202972,31350.59266021413
1n4aa5ap5bc818356,13235.310936540234
1g2za5e02a4162107,7328.765884200404
wddsj4eb8en039927,29977.936851907223
wbafr9c57bde82246,26466.976389912492
1g1zc5eu6cf168226,7886.143796902042
3fahp07127r135669,6709.96340058636
jn8af5mr0dt206355,15388.334775842237
2gnflgek4d6317613,15833.263757817358
1ftyr14u47pa62983,3567.2916957123543
3fahp07167r268242,2660.1852275639776
3fahp0ja6br323614,9911.517041685018
3c4pdcab5dt722691,12576.714189193337
2c3ka53g36h259442,4551.841411489381
1g6dp577870111325,8279.301669225804
wbalm1c5xce633818,37481.45136261289
1fafp56u27a143975,1147.752997842852
2g1wb57kx91282523,6037.288182203877
1gndv33188d146487,2822.891818680646
3gnal2ek5ds624027,12762.046389481595
1hgcm826x7a005164,10390.59108509044
5yfbu4ee7cp053023,12814.14837162691
2g1115sl8f9102241,19883.87496921146
waudf98e98a065503,8842.808150638655
ml32a3hj7eh006846,8013.524986193683
2gnaldek8d1183212,15924.341815138654
jnkcv64e49m605537,13109.124971846155
19uua76588a047648,11396.708814826878
5j6rm3h72cl011903,20077.118056951073
3gnca13b79s625392,3191.870391021437
1g6kd54y35u145627,2245.8555154718288
3g7da03e62s560251,736.9046446727298
1fafp53u04g130722,784.8082930231758
1fahp35n39w193281,4556.404700516444
3c63drgl5cg285646,28131.919986490473
3gcek23m39g283237,16967.488727891323
3fahp0ha8cr420725,9100.697707001622
2cnflcew7a6357776,10230.226179841837
3fa6p0hr8dr337732,14078.042169637043
2hgfg3b50eh520607,16187.14856950147
jthbf5c21d5192649,25659.463623195807
4t1be46k49u807083,7474.120429540619
jn1ca21d5vt858757,1266.2023741008034
1hgcp2f46ca060346,10689.901360198497
2t1burhe3ec010360,12399.229553565663
2fabp7bv5ax113795,2821.1365949385527
jn8az1mw0cw200560,16662.661045137414
1n4al2ap5cc186839,13782.896755460793
5tdza3eh4ds041240,24235.01779491364
2hgfg21597h707424,4398.310647865664
jhlrm4h75cc004670,21289.95581357526
5npeb4ac8dh680075,11630.822849470507
3fa6p0hr5er171882,16054.882153521117
1ftne14w77da27632,4472.944615251597
jtlze4fe7dj031642,8468.360138091737
2d4rn5d16ar459598,10014.660018201983
